,isbn,title,author,pub_year,publisher,categories,description
11203,0486272788,Hamlet (Dover Thrift Editions),William Shakespeare,1992.0,Dover Publications,,
11204,0449909735,Dave Barry Is Not Making This Up,Dave Barry,1995.0,Ballantine Books,,
11205,0670850535,The Liar's Club: A Memoir,Mary Karr,1995.0,Penguin USA,,
11206,006019538X,LA Cucina: A Novel of Rapture,Lily Prior,2000.0,HarperCollins Publishers,,
11207,1551664933,Plucking The Apple,Elizabeth Palmer,1999.0,Mira,,
11208,0786886307,Stolen Lives : Twenty Years in a Desert Jail (Oprah's Book Club (Paperback)),Malika Oufkir,2002.0,Miramax,,
11209,0399137203,Turtle Moon,Alice Hoffman,1992.0,Putnam Pub Group,,
11210,0099744414,Reading In the Dark,Seamus Deane,,Trafalgar Square,,
11211,0440330076,Go Tell It on the Mountain,James Baldwin,1985.0,Laurel,,
11212,0380700972,"I, Tina",Tina Turner,1987.0,Avon,,
11213,0446525243,The Drowning People,Richard Mason,1999.0,Warner Books Inc,,
11214,059047071X,Frankenstein Doesn't Plant Petunias (Adventures of the Bailey School Kids (Paperback)),Debbie Dadey,1997.0,Scholastic,,
11215,0380709120,Henry Huggins (50th Anniversary Edition),Beverly Cleary,1990.0,HarperTrophy,,
11216,0345384903,Our Father,Marilyn French,1995.0,Ballantine Books,,
11217,0440466415,One-Eyed Cat,Paula Fox,1985.0,Yearling Books,,
11218,0394809378,The Foot Book (Bright and Early Books for Beginning Beginners),Dr. Seuss,1968.0,Random House Children's Books,,
11219,0394900294,"Hop on Pop (Beginner Books, B-29)",Dr. Seuss,1963.0,Random House Books for Young Readers,,
11220,0553575376,Excession,Iain Banks,1998.0,Spectra Books,,
11221,0446363383,The Last Camel Died at Noon (Amelia Peabody Mysteries (Paperback)),Elizabeth Peters,1992.0,Warner Books,,
11222,0385333927,Pagan Babies,Elmore Leonard,2000.0,Delacorte Press,,
11223,0449219380,Murder at the National Gallery (Capital Crime Mysteries),Margaret Truman,1997.0,Fawcett Books,,
11224,0553282085,A Little Class on Murder,Carolyn G. Hart,1989.0,Bantam Books,,
11225,0684802058,"Dead By Sunset : Perfect Husband, Perfect Killer?",Ann Rule,1995.0,Simon &amp; Schuster,,
11226,0684849216,True at First Light : A Fictional Memoir,Ernest Hemingway,1999.0,Scribner,,
11227,1885222556,Disneys Out and About With Pooh Volume 1,Disney Enterprises Inc,1996.0,"Advance Publishing, Inc",,
11228,0394800303,Dr. Seuss's A B C (I Can Read It All by Myself Beginner Books),DR SEUSS,1960.0,Random House Books for Young Readers,,
11229,0743202562,Bad Girl Creek : A Novel,Jo-Ann Mapson,2001.0,Simon &amp; Schuster,,
11230,0060171316,Mr. Ives' Christmas,Oscar Hijuelos,1995.0,Harpercollins,,
11231,0385318375,Niagara Falls All Over Again,Elizabeth McCracken,2001.0,Dial Press,,
11232,0316890804,All the Finest Girls : A Novel,Alexandra Styron,2001.0,Little Brown and Company,,
11233,0380798395,Disturbing the Peace: A Novel,Nancy Newman,2002.0,Avon Trade,,
11234,0425144062,Witches' Bane,Susan Wittig Albert,1994.0,Berkley Publishing Group,,
11235,0394755111,Iron and Silk (Vintage Departures),Mark Salzman,1987.0,Vintage Books USA,,
11236,0425188280,Indigo Dying,Susan Wittig Albert,2003.0,Berkley Publishing Group,,
11237,0380773813,A Knife to Remember (Jane Jeffry Mysteries (Paperback)),Jill Churchill,1999.0,Avon,,
11238,0451194586,A Cat on Jingle Bell Rock: An Alice Nestleton Mystery (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,1998.0,Signet Book,,
11239,0873523792,MLA Handbook for Writers of Research Papers,Joseph Gibaldi,1988.0,Modern Language Assn of Amer,,
11240,0060254920,Where the Wild Things Are,Maurice Sendak,1988.0,HarperCollins,,
11241,1573229075,"Black, White and Jewish: Autobiography of a Shifting Self",Rebecca Walker,2002.0,Riverhead Books,,
11242,0446610127,Fearless Jones (Fearless Jones Novels (Paperback)),Walter Mosley,2002.0,Warner Vision,,
11243,0425188140,Bloodroot,Susan Wittig Albert,2003.0,Berkley Publishing Group,,
11244,0425159418,Rueful Death: A China Bayles Mystery,Susan Wittig Albert,1997.0,Berkley Publishing Group,,
11245,038079005X,Death on the River Walk (Henrie O Mysteries (Paperback)),Carolyn Hart,2000.0,Avon,,
11246,0425156710,Death at Daisy's Folly: A Victorian Mystery,Robin Paige,1997.0,Berkley Publishing Group,,
11247,0671042564,Blackbird : A Childhood Lost and Found,Jennifer Lauck,2001.0,Washington Square Press,,
11248,0312974698,The Lighthouse Keeper,James Michael Pratt,2001.0,St. Martin's Paperbacks,,
11249,067172701X,Meridian,Alice Walker,1990.0,Pocket,,
11250,0060927542,Mr. Ives' Christmas,Oscar Hijuelos,1996.0,Perennial,,
11251,044021789X,Body and Soul,Frank Conroy,1996.0,Dell Publishing Company,,
11252,0679418733,The Children of Men,P. D. James,1993.0,Random House Inc,,
11253,0446360325,Naked Once More,Barbara Mertz,1990.0,Warner Books,,
11254,0446602485,Night Train to Memphis,Elizabeth Peters,1995.0,Warner Books,,
11255,0452269652,Jazz (Plume Contemporary Fiction),Toni Morrison,1993.0,Plume Books,,
11256,0380712520,Don't Know Much About History: Everything You Need to Know About American History but Never Learned,Kenneth Davis,1999.0,Perennial,,
11257,0451172310,A Cat by Any Other Name (Alice Nestleton Mysteries (Paperback)),Lydia Adamson,1994.0,Signet Book,,
11258,0399143718,Blind Descent (Anna Pigeon Mysteries (Hardcover)),Nevada Barr,1998.0,Putnam Pub Group,,
11259,0399134204,Joy Luck Club,Amy Tan,1989.0,Putnam Publishing Group,,
11260,1573221465,A Gesture Life,Chang-Rae Lee,1999.0,Riverhead Books,,
11261,0312983182,Agatha Raisin and the Love from Hell (An Agatha Raisin Mystery),M. C. Beaton,2003.0,St. Martin's Minotaur,,
11262,0440216419,The 27-Ingredient Chili Con Carne Murders (Eugenia Potter Mysteries),Nancy Pickard,1997.0,Dell Publishing Company,,
11263,0449150178,The Labor Day Murder (Christine Bennett Mysteries),Lee Harris,1998.0,Fawcett Books,,
11264,070434100X,Nervous Conditions (Bartholomew Tourist Route Map Series),Tsitsi Dangarembga,1988.0,"Women's Press, Ltd. (UK)",,
11265,0446404535,Brother Cadfael's Penance (Brother Cadfael Mysteries),Ellis Peters,1996.0,Warner Books,,
11266,0425171477,Chile Death: A China Bayles Mystery,Susan Wittig Albert,1999.0,Prime Crime,,
11267,0425101673,Earthly Possessions,Anne Tyler,1993.0,Ivy Books,,
11268,0312979487,The Man in the Brown Suit (St. Martin's Minotaur Mysteries),Agatha Christie,2001.0,St. Martin's Paperbacks,,
11269,0553564668,What Falls Away: A Memoir,Mia Farrow,1998.0,Bantam Books,,
11270,0804113343,Sisters &amp; Lovers,Connie Briscoe,1995.0,Ballantine Books,,
11271,0374523223,"Get Out of My Life, but First Could You Drive Me and Cheryl to the Mall?: A Parent's Guide to the New Teenager",Anthony E. Wolf,1991.0,Noonday Press,,
11272,0679746692,Running in the Family (Vintage International),Michael Ondaatje,1993.0,Vintage Books USA,,
11273,1583224912,Sent by Earth: A Message from the Grandmother Spirit After the Bombing of the World Trade Center and the Pentagon,Alice Walker,2001.0,Seven Stories Press,,
11274,0380721228,Tell Me No Secrets,Joy Fielding,1994.0,Avon,,
11275,0671034294,The Chimney Sweeper's Boy,Barbara Vine,1999.0,Pocket,,
11276,0440428130,Freckle Juice,JUDY BLUME,1978.0,Yearling,,
11277,0446674362,The Black Dahlia,James Ellroy,1998.0,Warner Books,,
11278,0395510104,The Fit or Fat Woman,Covert Bailey,1989.0,Houghton Mifflin,,
11279,0394829085,The Berenstain Bears' New Baby (Pictureback Series),Stan Berenstain,1974.0,Random House Children's Books,,
11280,0684863472,A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story,Dave Eggers,2000.0,Simon &amp; Schuster,,
11281,0449149846,Sweet Summer: Growing Up With &amp; Without My Dad,Bebe Moore Campbell,1996.0,Ballantine Books,,
11282,030711886X,Merry Christmas Mom and Dad (A Golden Look-Look Book),Mercer Mayer,1999.0,Golden Books,,
11283,0525946446,Pen Pals,Olivia Goldsmith,2002.0,Dutton Books,,
11284,0880299185,Wuthering Heights,Emily Bronte,1992.0,Barnes &amp; Noble,,
11285,078686298X,The Big Picture,Douglas Kennedy,1997.0,Hyperion Books,,
11286,0385469683,Invisible Life: A Novel,E. Lynn Harris,1994.0,Anchor,,
11287,0385469705,Just As I Am: A Novel,E. Lynn Harris,1995.0,Anchor,,
11288,0060391839,In Contempt,Christopher A. Darden,1996.0,Harpercollins,,
11289,0140144595,I Dreamed of Africa,Kuki Gallmann,1992.0,Penguin Books,,
11290,0345383958,Your Blues Ain't Like Mine (Ballantine Reader's Circle),Bebe Moore Campbell,1993.0,Ballantine Books,,
11291,039454689X,The Accidental Tourist,Anne Tyler,1985.0,Random House Inc,,
11292,0140390030,"Uncle Tom's Cabin: Or, Life Among the Lowly (The Penguin American Library)",Harriet Beecher Stowe,1986.0,Penguin Books,,
11293,1896860982,Falling Backwards,James Eke,2002.0,Ekstasis Editions,,
11294,0590435132,"Claudia and the Phantom Phone Calls (Baby-Sitters Club, 2)",Ann Matthews Martin,1986.0,Scholastic Paperbacks,,
11295,0064440028,Danny and the Dinosaur,Syd Hoff,1992.0,HarperTrophy,,
11296,0060187476,Mistaken Identity,Lisa Scottoline,1999.0,Harpercollins,,
11297,0590023101,Old Yeller,Frederick Gipson,1988.0,Scholastic Paperbacks (Mm),,
11298,0671899333,The Sweeter the Juice: A Family Memoir in Black and White,Shirlee Taylor Haizlip,1995.0,Free Press,,
11299,0060195444,River Town: Two Years on the Yangtze,Peter Hessler,2001.0,HarperCollins Publishers,,
11300,0515092266,The New Breed (Brotherhood of War),W. E. B. Griffin,1995.0,Jove Books,,
11301,0515089958,The Majors (Brotherhood of War),W. E. B. Griffin,1991.0,Jove Books,,
11302,0679732497,Pop. 1280 (Vintage Crime/Black Lizard),Jim Thompson,1990.0,Vintage Books USA,,
11303,0449002411,The Presence,John Saul,1998.0,Ballantine Books,,
11304,0949206318,My Place,Sally Morgan,2000.0,Intl Specialized Book Service Inc,,
11305,0446364304,Temptation's Kiss,Sandra Brown,1998.0,Warner Books,,
11306,0913089257,Little Altars Everywhere,Rebecca Wells,1992.0,Small Pr Distribution,,
11307,344216107X,MÃ?Â¤nner sind anders. Frauen auch. MÃ?Â¤nner sind vom Mars. Frauen von der Venus.,John Gray,1998.0,Goldmann,,
11308,0449214265,The Physician,Noah Gordon,1991.0,Fawcett Books,,
11309,0553561669,Ishmael,Daniel Quinn,1993.0,Bantam Books,,
11310,055338015X,"Fifty Acres and a Poodle: A Story of Love, Livestock, and Finding Myself on a Farm",Jeanne Marie Laskas,2002.0,Bantam,,
11311,0671014161,High Tide,Jude Deveraux,1999.0,Atria,,
11312,0821752286,Wish List,Fern Michaels,1996.0,Zebra Books,,
11313,0061031445,Flight Lessons,Patricia Gaffney,2003.0,HarperTorch,,
11314,1551666022,"Dakota Home (Dakota Trilogy, Book 2)",Debbie Macomber,2000.0,Mira,,
11315,0446516988,The Silken Web,Sandra Brown,1992.0,Warner Books Inc,,
11316,0060508302,Angels Everywhere: A Season of Angels/Touched by Angels (Avon Romance),Debbie MacOmber,2002.0,Avon Books,,
11317,0553109200,The Years of Rice and Salt,KIM STANLEY ROBINSON,2002.0,Bantam,,
11318,0312857675,A Crown of Swords : Book Seven of 'The Wheel of Time' (Wheel of Time),Robert Jordan,1996.0,Tor Books,,
11319,0451409450,Darkness Bound,Larry Brooks,2000.0,Onyx Books,,
11320,0061044571,Mars and Venus Together Forever: A Practical Guide to Creating Lasting Intimacy,John Gray,1998.0,HarperCollins Publishers,,
11321,067003116X,Report from Ground Zero: The Story of the Rescue Efforts at the World Trade Center,Dennis Smith,2002.0,Penguin Putnam,,
11322,0312272243,J. K. Rowling: The Wizard Behind Harry Potter,Marc Shapiro,2000.0,St. Martin's Press,,
11323,1551665891,Down To The Bone,Karen Harper,2000.0,Mira,,
11324,0515115843,Lord of Falcon Ridge (Art and Imagination),Catherine Coulter,2003.0,Jove Books,,
11325,0751516643,Psychoville,Christopher Fowler,,Little Brown Uk,,
11326,0671684264,COLD HARBOUR,Jack Higgins,1990.0,Pocket,,
11327,055325748X,Zen and the art of Motorcycle Maintenance,Robert Pirsig,1984.0,Bantam Books,,
11328,0671897071,Girl : A Novel,Blake Nelson,1994.0,Touchstone,,
11329,0394755235,America on Six Rubles a Day  or  How to Become a Capitalist Pig,Yakov Smirnoff,1987.0,Vintage Books USA,,
11330,0345409574,Gods and Generals,Jeff Shaara,1997.0,Ballantine Books,,
11331,0440181275,A Stranger Is Watching,Mary Higgins Clark,1990.0,Dell Publishing Company,,
11332,0380007789,The Wolf and the Dove,Kathleen E. Woodiwiss,1974.0,Avon,,
11333,0684831171,SCREWTAPE LETTERS,C.S. Lewis,1996.0,Scribner,,
11334,0385319673,Red Dragon,Thomas Harris,1998.0,Delta Trade Paperbacks,,
11335,0060806982,Profiles in Courage,John F. Kennedy,1989.0,Perennial,,
11336,0590568779,"Night of the Living Dummy III (Goosebumps, No 40)",R. L. Stine,1996.0,Scholastic,,
11337,0590568787,"Bad Hare Day (Goosebumps, No 41)",R. L. Stine,1996.0,Scholastic,,
11338,0590568884,"Beware, the Snowman (Goosebumps, No 51)",R. L. Stine,1997.0,Scholastic,,
11339,0590568922,"The Blob That Ate Everyone (Goosebumps, No 55)",R. L. Stine,1997.0,Apple (Scholastic),,
11340,0590847678,"Diary of a Mad Mummy (Give Yourself Goosebumps, No 10)",R. L. Stine,1996.0,Scholastic,,
11341,0590568833,"How to Kill a Monster (Goosebumps, No 46)",R. L. Stine,1996.0,Scholastic,,
11342,0590568841,"Legend of the Lost Legend (Goosebumps, No 47)",R. L. Stine,1996.0,Scholastic,,
11343,0590847732,"Scream of the Evil Genie (Give Yourself Goosebumps, No 13)",R. L. Stine,1997.0,Scholastic,,
11344,0590568809,"The Beast from the East (Goosebumps, No 43)",R. L. Stine,1996.0,Scholastic,,
11345,0590566458,"Tick Tock, You're Dead! (Give Yourself Goosebumps, No 2)",R. L. Stine,1995.0,Scholastic,,
11346,0590566466,"Trapped in Bat Wing Hall (Give Yourself Goosebumps, No 3)",R. L. Stine,1995.0,Scholastic,,
11347,0060933267,The Ethics of Star Trek,Judith Barad,2001.0,Perennial,,
11348,074347712X,Hamlet (Folger Shakespeare Library),William Shakespeare,2003.0,Washington Square Press,,
11349,1853261041,Secret Garden (Wordsworth Collection),Frances Hodgson Burnett,1998.0,NTC/Contemporary Publishing Company,,
11350,0425139808,White Horses,Alice Hoffman,1993.0,Berkley Publishing Group,,
11351,0440218802,Bravo Two Zero,Andy McNab,1994.0,Island,,
11352,0140324623,Anne of Green Gables,L.M. Montgomery,1992.0,Penguin USA,,
11353,0440217490,A Dangerous Fortune,Ken Follett,1994.0,Island,,
11354,0749399570,The Joy Luck Club,Amy Tan,1991.0,Vintage,,
11355,0330345605,Last Orders,Graham Swift,,Picador,,
11356,0316926108,Scoop,Evelyn Waugh,1999.0,Back Bay Books,,
11357,0679777504,Oscar and Lucinda,Peter Carey,1997.0,Vintage Books USA,,
11358,0743421566,Shanghai Baby,Wei Hui,2001.0,Atria,,
11359,0345327462,An Unkindness of Ravens,Ruth Rendell,1993.0,Fawcett Books,,
11360,033026012X,The Throwback,Tom Sharpe,1997.0,Pan Publishing,,
11361,0393315819,Ecstasy : Three Tales of Chemical Romance,Irvine Welsh,1996.0,W. W. Norton &amp; Company,,
11362,0330326856,The Llama Parlour,Kathy Lette,1995.0,Macmillan Pub Ltd,,
11363,0671816381,WAR REMEMBRANCE,Herman Wouk,1980.0,Pocket,,
11364,0140622179,The Dubliners (Penguin Popular Classics),James Joyce,1996.0,Penguin Books Ltd,,
11365,0805062734,Fludd,Hilary Mantel,2000.0,Owl Books (NY),,
11366,1569470545,The Hippopotamus,Stephen Fry,1996.0,Soho Press,,
11367,0330336630,The Scold's Bridle,Minette Walters,1995.0,Macmillan Pub Ltd,,
11368,0425105709,"One, Two, Buckle My Shoe",Agatha Christie,2004.0,Berkley Publishing Group,,
11369,0452284902,Weekend in Paris,Robyn Sisman,2004.0,Plume Books,,
11370,0552990868,More Tales of the City,Maupin,,Bantam Doubleday Dell,,
11371,0684804522,GARDEN OF EDEN,Ernest Hemingway,1995.0,Scribner,,
11372,0679410139,Brando: Songs My Mother Taught Me,MARLON BRANDO,1994.0,Modern Library,,
11373,0140159401,Listening to Prozac,Peter D. Kramer,1994.0,Penguin Books,,
11374,0140006680,Sons and Lovers,D.H. Lawrence,1969.0,Penguin Books Ltd,,
11375,0140077154,Money,Martin Amis,1986.0,Penguin Books Ltd,,
11376,0743422910,The Constant Gardener,John le Carre,2001.0,Pocket,,
11377,0767906551,My Legendary Girlfriend,Mike Gayle,2003.0,Broadway Books,,
11378,0345365208,Spy Hook,Len Deighton,1992.0,Ballantine Books,,
11379,0515121207,Proof,Dick Francis,1997.0,Jove Books,,
11380,074341232X,Jinxed,Carol Higgins Clark,2003.0,Pocket Star,,
11381,078688861X,Men and Other Mammals,Jim Keeble,2003.0,Hyperion,,
11382,0399145060,The Edge,Catherine Coulter,1999.0,Putnam Pub Group,,
11383,0060173076,"How Could You Do That: The Abdication of Character, Courage, and Conscience",Laura Schlessinger,1996.0,Harpercollins,,
11384,0062505017,"Two-Part Invention: The Story of a Marriage (The Crosswicks Journal, Book 4)",Madeleine L'Engle,1989.0,HarperSanFrancisco,,
11385,0449901572,Loving Each Other: The Challenge of Human Relationships,Leo F. Buscaglia,1990.0,Ballantine Books,,
11386,0804119724,Into the Night,Suzanne Brockmann,2002.0,Ballantine Books,,
11387,0345340892,Wishcraft : How to Get What You Really Want,Barbara Sher,1986.0,Ballantine Books,,
11388,0345430840,The Perfect Witness,Barry Siegel,1999.0,Ballantine Books,,
11389,0394574753,"The Crossing (Border Trilogy, Vol 2)",Cormac McCarthy,1994.0,Alfred A. Knopf,,
11390,0743249291,Wideacre : A Novel,Philippa Gregory,2003.0,Touchstone,,
11391,0312976909,Got Your Number,Stephanie Bond,2001.0,St. Martin's Paperbacks,,
11392,0671798316,"Guises of the Mind (Star Trek The Next Generation, No 27)",Rebecca Neason,1993.0,Star Trek,,
11393,0451455509,Dark Love,Nancy A. Collins,1996.0,Roc,,
11394,0451197542,"Play It Again, Spam: A Pennsylvania-Dutch Mystery With Recipes (Penn Dutch Murder Mysteries, 7)",Tamar Myers,1999.0,Signet Book,,
11395,0671625829,Dirk Gently's Holistic Detective Agency,Douglas Adams,1987.0,Simon &amp; Schuster,,
11396,0375705244,Founding Brothers: The Revolutionary Generation,JOSEPH J. ELLIS,2002.0,Vintage,,
11397,0590762559,"The Solution (Animorphs , No 22)",Katherine Applegate,1998.0,Scholastic,,
11398,0307021491,Alice in Wonderland,Jane Werner,1920.0,Golden Books,,
11399,0394865707,The Berenstain Bears and Too Much TV (First Time Books),STAN BERENSTAIN,1984.0,Random House Books for Young Readers,,
11400,0553244531,How to Meditate: A Guide to Self-Discovery,Lawrence LeShan,1984.0,Bantam Books,,
11401,0140148590,The General in His Labyrinth (Penguin Great Books of the 20th Century),Garcia Marques,1991.0,Penguin Books,,
11402,0894866370,The Language of Letting Go (Hazelden Meditation Series),Melody Beattie,1996.0,Hazelden Publishing &amp; Educational Services,,
11403,0316058432,Mr. Popper's Penguins,Richard Atwater,1992.0,"Little, Brown",,
11404,0679773533,Dick for a Day : What Would You Do If You Had One?,FIONA GILES,1997.0,Villard,,
11405,0679883568,Seuss-Isms (Random Reflections),DR SEUSS,1997.0,Random House Books for Young Readers,,
11406,0375700269,Evening,SUSAN MINOT,1999.0,Vintage,,
11407,0394871804,"The Berenstain Bears on the Moon (Bright &amp; Early Book, Be 27)",Stan Berenstain,1985.0,Random House Children's Books,,
11408,0307119750,I Just Forgot (A Little Critter Book),MERCER MAYER,1999.0,Golden Books,,
11409,0064440214,Frog and Toad Together (I Can Read Book 2),Arnold Lobel,1979.0,HarperTrophy,,
11410,0060973684,Awakenings,Oliver W. Sacks,1990.0,Harpercollins,,
11411,006015957X,Roseanne: My Life As a Woman,Roseanne,1989.0,Harpercollins,,
11412,0439149770,Every Cloud Has a Silver Lining (Amazing Days of Abby Hayes),Anne Mazer,2000.0,Scholastic,,
11413,0805064958,A Good House,Bonnie Burnard,2000.0,Henry Holt &amp; Company,,
11414,0385499833,The Solace of Leaving Early : A Novel,HAVEN KIMMEL,2002.0,Doubleday,,
11415,0061052507,"Feet of Clay: A Novel of Discworld (Pratchett, Terry. Discworld Series.)",Terry Pratchett,1996.0,HarperPrism,,
